Time (min),Volume of Mixture (ml),Viable Cells (10^6 cells/ml),mAb Concentration (mg/l),Glucose Concentration (g/l),Lactate Concentration (g/l),Viability (%)
1147,5650,1.31093697971,13.568469613,5.62456547155,0.402289402045,98.8560878373
1148,5650,1.31161618507,13.5843186493,5.62408530788,0.402596458358,98.8559685807
1149,5650,1.31229566532,13.6001758966,5.62360493299,0.402903623096,98.8558493197
1150,5650,1.31297542049,13.6160413582,5.62312434682,0.403210896252,98.8557300544
1151,5650,1.31365545062,13.6319150374,5.62264354932,0.403518277819,98.8556107847
1152,5650,1.31433575574,13.6477969377,5.62216254045,0.403825767791,98.8554915106
1153,5650,1.31501633588,13.6636870623,5.62168132016,0.40413336616,98.855372232
1154,5650,1.31569719108,13.6795854145,5.6211998884,0.404441072921,98.8552529489
1155,5650,1.31637832137,13.6954919977,5.62071824512,0.404748888065,98.8551336613
1156,5650,1.31705972678,13.7114068152,5.62023639028,0.405056811587,98.8550143692
1157,5650,1.31774140736,13.7273298703,5.61975432382,0.405364843478,98.8548950724
1158,5650,1.31842336312,13.7432611664,5.61927204571,0.405672983732,98.854775771
1159,5650,1.3191055941,13.7592007067,5.61878955589,0.405981232342,98.8546564649
1160,5650,1.31978810034,13.7751484946,5.61830685432,0.406289589301,98.8545371541
1161,5650,1.32047088188,13.7911045334,5.61782394094,0.406598054601,98.8544178385
1162,5650,1.32115393873,13.8070688265,5.61734081572,0.406906628235,98.8542985182
1163,5650,1.32183727094,13.8230413772,5.6168574786,0.407215310196,98.854179193
1164,5650,1.32252087854,13.8390221887,5.61637392954,0.407524100476,98.854059863
1165,5650,1.32320476157,13.8550112645,5.61589016848,0.407832999067,98.8539405281
1166,5650,1.32388892004,13.8710086079,5.61540619539,0.408142005964,98.8538211883
1167,5650,1.32457335401,13.8870142221,5.61492201021,0.408451121157,98.8537018435
1168,5650,1.32525806349,13.9030281106,5.61443761291,0.408760344639,98.8535824937
1169,5650,1.32594304852,13.9190502766,5.61395300342,0.409069676402,98.8534631388
1170,5650,1.32662830914,13.9350807236,5.6134681817,0.40937911644,98.8533437789
1171,5650,1.32731384538,13.9511194547,5.61298314771,0.409688664743,98.8532244139
1172,5650,1.32799965726,13.9671664734,5.6124979014,0.409998321305,98.8531050438
1173,5650,1.32868574483,13.9832217829,5.61201244272,0.410308086116,98.8529856684
1174,5650,1.32937210811,13.9992853867,5.61152677163,0.410617959171,98.8528662878
1175,5650,1.33005874713,14.015357288,5.61104088807,0.410927940459,98.852746902
1176,5650,1.33074566193,14.0314374902,5.61055479201,0.411238029974,98.8526275109
1177,5650,1.33143285254,14.0475259966,5.61006848339,0.411548227707,98.8525081145
1178,5650,1.33212031899,14.0636228105,5.60958196217,0.41185853365,98.8523887127
1179,5650,1.33280806131,14.0797279354,5.6090952283,0.412168947795,98.8522693055
1180,5650,1.33349607954,14.0958413744,5.60860828174,0.412479470134,98.8521498929
1181,5650,1.3341843737,14.111963131,5.60812112243,0.412790100658,98.8520304748
1182,5650,1.33487294383,14.1280932084,5.60763375033,0.413100839358,98.8519110511
1183,5650,1.33556178995,14.1442316101,5.60714616539,0.413411686228,98.851791622
1184,5650,1.33625091211,14.1603783394,5.60665836758,0.413722641257,98.8516721873
1185,5650,1.33694031032,14.1765333995,5.60617035683,0.414033704437,98.8515527469
1186,5650,1.33762998463,14.1926967939,5.60568213311,0.414344875761,98.8514333009
1187,5650,1.33831993506,14.2088685258,5.60519369637,0.414656155219,98.8513138493
1188,5650,1.33901016164,14.2250485986,5.60470504656,0.414967542802,98.8511943919
1189,5650,1.33970066441,14.2412370157,5.60421618363,0.415279038502,98.8510749287
1190,5650,1.34039144339,14.2574337803,5.60372710754,0.41559064231,98.8509554598
1191,5650,1.34108249862,14.2736388959,5.60323781824,0.415902354218,98.850835985
1192,5650,1.34177383013,14.2898523657,5.60274831569,0.416214174215,98.8507165043
1193,5650,1.34246543794,14.3060741931,5.60225859984,0.416526102294,98.8505970178
1194,5650,1.34315732209,14.3223043815,5.60176867064,0.416838138445,98.8504775253
1195,5650,1.34384948261,14.3385429341,5.60127852805,0.417150282659,98.8503580268
1196,5650,1.34454191952,14.3547898544,5.60078817202,0.417462534927,98.8502385224
1197,5650,1.34523463287,14.3710451456,5.60029760251,0.417774895239,98.8501190119
1198,5650,1.34592762267,14.3873088111,5.59980681946,0.418087363588,98.8499994953
1199,5650,1.34662088896,14.4035808542,5.59931582283,0.418399939962,98.8498799726
1200,5650,1.34731443177,14.4198612784,5.59882461259,0.418712624354,98.8497604437
1201,5650,1.34800825113,14.4361500868,5.59833318867,0.419025416753,98.8496409086
1202,5650,1.34870234707,14.452447283,5.59784155103,0.41933831715,98.8495213674
1203,5650,1.34939671961,14.4687528701,5.59734969964,0.419651325536,98.8494018198
1204,5650,1.3500913688,14.4850668516,5.59685763444,0.4199644419,98.849282266
1205,5650,1.35078629465,14.5013892308,5.59636535538,0.420277666234,98.8491627058
1206,5650,1.3514814972,14.517720011,5.59587286242,0.420590998528,98.8490431393
1207,5650,1.35217697647,14.5340591956,5.59538015552,0.420904438771,98.8489235664
1208,5650,1.3528727325,14.550406788,5.59488723463,0.421217986954,98.848803987
1209,5650,1.35356876531,14.5667627914,5.5943940997,0.421531643068,98.8486844011
1210,5650,1.35426507494,14.5831272093,5.59390075069,0.421845407102,98.8485648088
1211,5650,1.35496166141,14.5995000449,5.59340718756,0.422159279046,98.8484452099
1212,5650,1.35565852476,14.6158813016,5.59291341025,0.422473258891,98.8483256044
1213,5650,1.356355665,14.6322709828,5.59241941872,0.422787346626,98.8482059923
1214,5650,1.35705308218,14.6486690918,5.59192521292,0.423101542241,98.8480863735
1215,5650,1.35775077631,14.665075632,5.59143079282,0.423415845726,98.847966748
1216,5650,1.35844874743,14.6814906067,5.59093615836,0.423730257071,98.8478471159
1217,5650,1.35914699557,14.6979140192,5.59044130949,0.424044776266,98.8477274769
1218,5650,1.35984552075,14.7143458729,5.58994624619,0.424359403299,98.8476078312
1219,5650,1.360544323,14.7307861712,5.58945096839,0.424674138161,98.8474881786
1220,5650,1.36124340236,14.7472349173,5.58895547605,0.424988980841,98.8473685192
1221,5650,1.36194275884,14.7636921148,5.58845976913,0.425303931329,98.8472488528
1222,5650,1.36264239249,14.7801577668,5.58796384759,0.425618989614,98.8471291796
1223,5650,1.36334230332,14.7966318767,5.58746771137,0.425934155686,98.8470094993
1224,5650,1.36404249136,14.813114448,5.58697136043,0.426249429533,98.8468898121
1225,5650,1.36474295664,14.8296054839,5.58647479473,0.426564811145,98.8467701177
1226,5650,1.3654436992,14.8461049878,5.58597801422,0.426880300512,98.8466504164
1227,5650,1.36614471905,14.862612963,5.58548101886,0.427195897622,98.8465307078
1228,5650,1.36684601622,14.879129413,5.5849838086,0.427511602465,98.8464109922
1229,5650,1.36754759075,14.895654341,5.5844863834,0.427827415029,98.8462912693
1230,5650,1.36824944266,14.9121877504,5.58398874321,0.428143335303,98.8461715393
1231,5650,1.36895157198,14.9287296446,5.58349088798,0.428459363277,98.8460518019
1232,5650,1.36965397873,14.9452800269,5.58299281768,0.42877549894,98.8459320573
1233,5650,1.37035666295,14.9618389007,5.58249453225,0.429091742279,98.8458123053
1234,5650,1.37105962465,14.9784062693,5.58199603166,0.429408093284,98.845692546
1235,5650,1.37176286387,14.994982136,5.58149731586,0.429724551944,98.8455727793
1236,5650,1.37246638064,15.0115665043,5.58099838479,0.430041118247,98.8454530051
1237,5650,1.37317017497,15.0281593775,5.58049923843,0.430357792182,98.8453332235
1238,5650,1.37387424691,15.0447607589,5.57999987672,0.430674573737,98.8452134343
1239,5650,1.37457859646,15.0613706519,5.57950029962,0.430991462901,98.8450936376
1240,5650,1.37528322367,15.0779890598,5.57900050708,0.431308459662,98.8449738334
1241,5650,1.37598812856,15.0946159861,5.57850049906,0.431625564008,98.8448540215
1242,5650,1.37669331115,15.111251434,5.57800027552,0.431942775929,98.8447342019
1243,5650,1.37739877147,15.127895407,5.57749983641,0.432260095411,98.8446143747
1244,5650,1.37810450954,15.1445479083,5.57699918168,0.432577522444,98.8444945398
1245,5650,1.3788105254,15.1612089413,5.5764983113,0.432895057015,98.8443746971
1246,5650,1.37951681907,15.1778785095,5.57599722522,0.433212699113,98.8442548466
1247,5650,1.38022339058,15.194556616,5.57549592338,0.433530448725,98.8441349882
1248,5650,1.38093023994,15.2112432644,5.57499440576,0.433848305839,98.8440151221
1249,5650,1.3816373672,15.227938458,5.5744926723,0.434166270444,98.843895248
1250,5650,1.38234477237,15.2446422001,5.57399072297,0.434484342527,98.843775366
1251,5650,1.38305245547,15.2613544941,5.57348855771,0.434802522076,98.843655476
1252,5650,1.38376041654,15.2780753433,5.57298617648,0.435120809079,98.843535578
1253,5650,1.3844686556,15.2948047511,5.57248357924,0.435439203523,98.8434156719
1254,5650,1.38517717268,15.3115427209,5.57198076594,0.435757705397,98.8432957578
1255,5650,1.3858859678,15.328289256,5.57147773655,0.436076314686,98.8431758356
1256,5650,1.38659504098,15.3450443598,5.57097449101,0.43639503138,98.8430559053
1257,5650,1.38730439226,15.3618080356,5.57047102928,0.436713855465,98.8429359667
1258,5650,1.38801402165,15.3785802869,5.56996735132,0.43703278693,98.8428160199
1259,5650,1.38872392919,15.3953611169,5.56946345709,0.43735182576,98.8426960649
1260,5650,1.38943411489,15.412150529,5.56895934654,0.437670971944,98.8425761016
1261,5650,1.39014457878,15.4289485266,5.56845501962,0.437990225469,98.84245613
1262,5650,1.39085532089,15.4457551131,5.5679504763,0.438309586321,98.84233615
1263,5650,1.39156634125,15.4625702918,5.56744571653,0.438629054489,98.8422161616
1264,5650,1.39227763987,15.4793940661,5.56694074026,0.438948629958,98.8420961648
1265,5650,1.39298921677,15.4962264394,5.56643554746,0.439268312717,98.8419761596
1266,5650,1.393701072,15.5130674149,5.56593013807,0.439588102751,98.8418561458
1267,5650,1.39441320556,15.5299169961,5.56542451206,0.439908000049,98.8417361235
1268,5650,1.39512561749,15.5467751864,5.56491866939,0.440228004596,98.8416160926
1269,5650,1.39583830781,15.563641989,5.56441261,0.440548116379,98.8414960531
1270,5650,1.39655127654,15.5805174075,5.56390633385,0.440868335385,98.841376005
1271,5650,1.3972645237,15.597401445,5.56339984091,0.441188661602,98.8412559482
1272,5650,1.39797804933,15.6142941051,5.56289313113,0.441509095014,98.8411358827
1273,5650,1.39869185344,15.631195391,5.56238620446,0.441829635609,98.8410158084
1274,5650,1.39940593605,15.6481053061,5.56187906086,0.442150283374,98.8408957254
1275,5650,1.4001202972,15.6650238539,5.56137170029,0.442471038294,98.8407756336
1276,5650,1.40083493691,15.6819510376,5.56086412271,0.442791900356,98.8406555328
1277,5650,1.40154985519,15.6988868606,5.56035632806,0.443112869547,98.8405354233
1278,5650,1.40226505208,15.7158313263,5.55984831632,0.443433945852,98.8404153047
1279,5650,1.40298052759,15.7327844381,5.55934008743,0.443755129258,98.8402951773
1280,5650,1.40369628175,15.7497461993,5.55883164136,0.444076419751,98.8401750408
1281,5650,1.40441231458,15.7667166134,5.55832297806,0.444397817317,98.8400548953
1282,5650,1.40512862611,15.7836956836,5.55781409748,0.444719321942,98.8399347408
1283,5650,1.40584521635,15.8006834133,5.55730499959,0.445040933611,98.8398145771
1284,5650,1.40656208534,15.8176798059,5.55679568434,0.445362652312,98.8396944043
1285,5650,1.40727923309,15.8346848649,5.55628615168,0.445684478029,98.8395742224
1286,5650,1.40799665963,15.8516985934,5.55577640159,0.446006410748,98.8394540312
1287,5650,1.40871436498,15.868720995,5.555266434,0.446328450455,98.8393338308
1288,5650,1.40943234916,15.8857520729,5.55475624889,0.446650597136,98.8392136212
1289,5650,1.41015061219,15.9027918306,5.5542458462,0.446972850777,98.8390934022
1290,5650,1.4108691541,15.9198402715,5.5537352259,0.447295211362,98.8389731739
1291,5650,1.41158797491,15.9368973988,5.55322438794,0.447617678878,98.8388529362
1292,5650,1.41230707464,15.953963216,5.55271333228,0.447940253309,98.8387326891
1293,5650,1.41302645332,15.9710377265,5.55220205888,0.448262934642,98.8386124325
1294,5650,1.41374611096,15.9881209335,5.55169056769,0.44858572286,98.8384921665
1295,5650,1.41446604758,16.0052128405,5.55117885867,0.448908617951,98.8383718909
1296,5650,1.41518626322,16.0223134509,5.55066693179,0.449231619898,98.8382516058
1297,5650,1.41590675789,16.039422768,5.55015478699,0.449554728688,98.8381313111
1298,5650,1.41662753161,16.0565407952,5.54964242424,0.449877944304,98.8380110068
1299,5650,1.41734858441,16.0736675359,5.54912984349,0.450201266733,98.8378906928
1300,5650,1.4180699163,16.0908029935,5.5486170447,0.450524695958,98.8377703691
1301,5650,1.41879152731,16.1079471712,5.54810402784,0.450848231965,98.8376500357
1302,5650,1.41951341745,16.1251000725,5.54759079284,0.451171874739,98.8375296925
1303,5650,1.42023558676,16.1422617009,5.54707733969,0.451495624264,98.8374093396
1304,5650,1.42095803525,16.1594320595,5.54656366832,0.451819480526,98.8372889768
1305,5650,1.42168076294,16.1766111519,5.54604977871,0.452143443509,98.8371686041
1306,5650,1.42240376986,16.1937989813,5.5455356708,0.452467513196,98.8370482215
1307,5650,1.42312705602,16.2109955512,5.54502134456,0.452791689574,98.836927829
1308,5650,1.42385062144,16.228200865,5.54450679995,0.453115972626,98.8368074265
1309,5650,1.42457446615,16.245414926,5.54399203691,0.453440362338,98.836687014
1310,5650,1.42529859017,16.2626377376,5.54347705542,0.453764858692,98.8365665915
1311,5650,1.42602299351,16.2798693031,5.54296185543,0.454089461674,98.8364461589
1312,5650,1.4267476762,16.297109626,5.5424464369,0.454414171267,98.8363257161
1313,5650,1.42747263826,16.3143587096,5.54193079978,0.454738987457,98.8362052632
1314,5650,1.4281978797,16.3316165573,5.54141494403,0.455063910226,98.8360848002
1315,5650,1.42892340056,16.3488831724,5.54089886962,0.45538893956,98.8359643269
1316,5650,1.42964920084,16.3661585585,5.5403825765,0.455714075442,98.8358438434
1317,5650,1.43037528057,16.3834427187,5.53986606463,0.456039317856,98.8357233496
1318,5650,1.43110163976,16.4007356566,5.53934933397,0.456364666786,98.8356028454
1319,5650,1.43182827845,16.4180373754,5.53883238447,0.456690122215,98.8354823309
1320,5650,1.43255519664,16.4353478786,5.5383152161,0.457015684128,98.835361806
1321,5650,1.43328239437,16.4526671696,5.53779782881,0.457341352509,98.8352412707
1322,5650,1.43400987163,16.4699952517,5.53728022257,0.45766712734,98.835120725
1323,5650,1.43473762847,16.4873321282,5.53676239733,0.457993008605,98.8350001687
1324,5650,1.43546566489,16.5046778027,5.53624435304,0.458318996289,98.8348796019
1325,5650,1.43619398091,16.5220322784,5.53572608968,0.458645090374,98.8347590245
1326,5650,1.43692257656,16.5393955587,5.53520760719,0.458971290844,98.8346384365
1327,5650,1.43765145185,16.5567676471,5.53468890554,0.459297597682,98.8345178379
1328,5650,1.43838060681,16.5741485469,5.53416998469,0.459624010871,98.8343972287
1329,5650,1.43911004144,16.5915382614,5.53365084459,0.459950530395,98.8342766087
1330,5650,1.43983975578,16.6089367941,5.5331314852,0.460277156238,98.834155978
